"","X.CODIGO_ENTIDAD.NOMBRE.TIPO_GESTION.ESTADO_LICENCIAMIENTO.PERIODO_LICENCIAMIENTO.CODIGO_FILIAL.NOMBRE_FILIAL.DEPARTAMENTO_FILIAL.PROVINCIA_FILIAL.CODIGO_LOCAL.DEPARTAMENTO_LOCAL.PROVINCIA_LOCAL.DISTRITO_LOCAL.LATITUD_UBICACION.LONGITUD_UBICACION.TIPO_AUTORIZACION_LOCAL.DENOMINACION_PROGRAMA.TIPO_NIVEL_ACADEMICO.NIVEL_ACADEMICO.CODIGO_CLASE_PROGRAMA_N2.NOMBRE_CLASE_PROGRAMA_N2.TIPO_AUTORIZACION_PROGRAMA.TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"2071","2071,071,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,PRIVADO,LICENCIA OTORGADA,6,F03,UCSS-PIURA,PIURA,MORROPON,F03L03,PIURA,MORROPON,CHULUCANAS,-5.0977313,-80.1668312,AUTORIZADO POR LIC.,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2072","2072,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0648091,-77.0363951,AUTORIZADO POR LIC.,INGENIERIA AUTOMOTRIZ,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2073","2073,038,UNIVERSIDAD PERUANA UNION,PRIVADO,LICENCIA OTORGADA,6,S,UPeU-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.989087,-76.839662,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN ESTUDIOS ADVENTISTAS,POSGRADO,SEGUNDA ESPECIALIDAD,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2074","2074,074A,ASOCIACION CIVIL UNIVERSIDAD CATOLICA DE TRUJILLO BENEDICTO XVI,PRIVADO,LICENCIA OTORGADA,6,S,UCT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL03,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1016825,-79.041817,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN NEUROPSICOLOGIA INFANTIL Y APRENDIZAJE,POSGRADO,SEGUNDA ESPECIALIDAD,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2075","2075,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTIAGO DE SURCO,-12.104061,-76.962902,AUTORIZADO POR LIC.,INGENIERIA INDUSTRIAL,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2076","2076,032,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,PUBLICO,LICENCIA OTORGADA,6,S,UNJBG-TACNA,TACNA,TACNA,SL01,TACNA,TACNA,TACNA,-18.0251828,-70.2505031,AUTORIZADO POR LIC.,INGENIERIA EN INFORMATICA Y SISTEMAS,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2077","2077,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4061786,-71.5476298,AUTORIZADO POR LIC.,ADMINISTRACION DE EMPRESAS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2078","2078,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS, MENCION: GESTION DE RIESGOS AMBIENTALES Y DE SEGURIDAD EN LAS EMPRESAS,POSGRADO,MAESTRIA,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2079","2079,072,UNIVERSIDAD SENOR DE SIPAN,PRIVADO,LICENCIA OTORGADA,6,S,USS-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.7950553,-79.8852178,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2080","2080,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL07,LIMA,LIMA,SAN MIGUEL,-12.0810086,-77.0707359,AUTORIZADO POR LIC.,MAESTRIA EN DIRECCION DE OPERACIONES Y LOGISTICA,POSGRADO,MAESTRIA,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2081","2081,027,UNIVERSIDAD NACIONAL DEL CALLAO,PUBLICO,LICENCIA OTORGADA,6,S,UNC-CALLAO,CALLAO,PROV. CONST. DEL CALLAO,SL01,CALLAO,PROV. CONST. DEL CALLAO,BELLAVISTA,-12.0612769,-77.1173082,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD PROFESIONAL EN ADMINISTRACION EN SALUD,POSGRADO,SEGUNDA ESPECIALIDAD,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2082","2082,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA ONCOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2083","2083,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,HISTORIA CON MENCION EN ESTUDIOS ANDINOS,POSGRADO,MAESTRIA,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2084","2084,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,F07,UNSAAC-MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,F07L01,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.5825295,-69.1932762,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO MENCION DERECHO PENAL Y PROCESAL PENAL,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2085","2085,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4048982,-71.5498378,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO AMBIENTAL,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2086","2086,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,MAESTRIA EN EDUCACION CON MENCION EN DOCENCIA SUPERIOR TECNOLOGICA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2087","2087,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA DE LA ESPECIALIDAD DE: ENFERMERIA PEDIATRICA,POSGRADO,SEGUNDA ESPECIALIDAD,92,BIENESTAR,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2088","2088,035,UNIVERSIDAD NACIONAL DE UCAYALI,PUBLICO,LICENCIA OTORGADA,6,S,UNU-UCAYALI,UCAYALI,CORONEL PORTILLO,SL01,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.3948987,-74.5776093,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA ESPECIALIDAD LENGUA Y LITERATURA,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2089","2089,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL05,LORETO,MAYNAS,IQUITOS,-3.748960312,-73.24914137,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2090","2090,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL05,LIMA,LIMA,SAN BORJA,-12.0811453,-76.9874827,AUTORIZADO POR LIC.,CIENCIAS VETERINARIAS,POSGRADO,MAESTRIA,84,VETERINARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2091","2091,030,UNIVERSIDAD RICARDO PALMA,PRIVADO,LICENCIA OTORGADA,6,S01,URP-LIMA,LIMA,LIMA,S01L01,LIMA,LIMA,SANTIAGO DE SURCO,-12.1318458,-76.9796463,AUTORIZADO POR LIC.,ESPECIALIDAD: ANATOMIA PATOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2092","2092,018,UNIVERSIDAD DE LIMA,PRIVADO,LICENCIA OTORGADA,6,S,UL-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTIAGO DE SURCO,-12.0847243,-76.9710095,AUTORIZADO POR LIC.,CARRERA DE PSICOLOGIA,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2093","2093,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,SANTIAGO DE SURCO,-12.1049402,-76.9558753,AUTORIZADO POR LIC.,EMPRENDIMIENTO Y NUEVOS NEGOCIOS,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2094","2094,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PSICOLOGIA DE LA SALUD,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2095","2095,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4086078,-71.5285764,AUTORIZADO POR LIC.,EDUCACION CON ESPECIALIDAD DE EDUCACION INICIAL,PREGRADO,CARRERA PROFESIONAL,11,EDUCACION INICIAL Y PRIMARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2096","2096,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L02,LIMA,LIMA,LIMA,-12.0582506,-77.0586501,AUTORIZADO POR LIC.,NUTRICION Y DIETETICA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2097","2097,067A,UNIVERSIDAD CONTINENTAL,PRIVADO,LICENCIA OTORGADA,6,S,UCONTINENTAL-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,HUANCAYO,-12.0474789,-75.1990181,AUTORIZADO POR LIC.,INGENIERIA DE MINAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2098","2098,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,S,UNCP-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,EL TAMBO,-12.0330464,-75.237332,AUTORIZADO POR LIC.,MAESTRIA EN EDUCACION, MENCION: GESTION EDUCATIVA,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2099","2099,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,EDUCACION PRIMARIA,PREGRADO,CARRERA PROFESIONAL,11,EDUCACION INICIAL Y PRIMARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2100","2100,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,HISTORIA DEL ARTE,POSGRADO,DOCTORADO,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2101","2101,061,UNIVERSIDAD PRIVADA NORBERT WIENER,PRIVADO,LICENCIA OTORGADA,6,S,UPNW-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0697607,-77.0374712,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN ENFERMERIA EN CUIDADOS INTENSIVOS,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2102","2102,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4027681,-71.5255001,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS: FILOSOFIA CON MENCION EN ETICA Y FILOSOFIA POLITICA,POSGRADO,MAESTRIA,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2103","2103,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,LIMA,-12.0704665,-77.0367812,AUTORIZADO POR LIC.,INGENIERIA EN SEGURIDAD LABORAL Y AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2104","2104,069,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO,PRIVADO,LICENCIA OTORGADA,6,S,UCSTM-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.760456,-79.863203,AUTORIZADO POR LIC.,PSICOLOGIA,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2105","2105,016,UNIVERSIDAD NACIONAL DE CAJAMARCA,PUBLICO,LICENCIA OTORGADA,6,F04,UNC-CAJAMARCA,CAJAMARCA,CHOTA,F04L01,CAJAMARCA,CHOTA,CHOTA,-6.5614907,-78.6464681,AUTORIZADO POR LIC.,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2106","2106,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F02,UPCV-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,F02L01,LAMBAYEQUE,CHICLAYO,PIMENTEL,-6.786763,-79.879361,AUTORIZADO POR LIC.,NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2107","2107,064A,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,PRIVADO,LICENCIA OTORGADA,6,F02,UPSJB-ICA,ICA,CHINCHA,F02L01,ICA,CHINCHA,CHINCHA ALTA,-13.4208296,-76.1340976,AUTORIZADO POR LIC.,TECNOLOGIA MEDICA CON ESPECIALIDAD DE LABORATORIO CLINICO Y ANATOMIA PATOLOGICA,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2108","2108,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,F05,UNAP-LORETO,LORETO,MARISCAL RAMON CASTILLA,F05L01,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,-3.9091249,-70.517187,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA CON ESPECIALIDAD EN FILOSOFIA Y PSICOPEDAGOGIA,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2109","2109,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,MARKETING,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2110","2110,034,UNIVERSIDAD NACIONAL DE SAN MARTIN,PUBLICO,LICENCIA OTORGADA,6,S,UNSM-SAN MARTIN,SAN MARTIN,SAN MARTIN,SL01,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.4887639,-76.3593553,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN ECOGRAFIA OBSTETRICA CON MENCION EN MONITOREO FETAL ELECTRONICO,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2111","2111,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,S,UNCP-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,EL TAMBO,-12.0330464,-75.237332,AUTORIZADO POR LIC.,SOCIOLOGIA,PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2112","2112,013,UNIVERSIDAD NACIONAL DE PIURA,PUBLICO,LICENCIA OTORGADA,6,S,UNP-PIURA,PIURA,PIURA,SL01,PIURA,PIURA,CASTILLA,-5.179311,-80.6188325,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO CON MENCION EN DERECHO PENAL,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2113","2113,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0648091,-77.0363951,AUTORIZADO POR LIC.,INGENIERIA ELECTROMECANICA,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2114","2114,033,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO,PUBLICO,LICENCIA OTORGADA,6,S,UNSAM-ANCASH,ANCASH,HUARAZ,SL04,ANCASH,HUARAZ,HUARAZ,-9.537001434,-77.52841687,AUTORIZADO POR LIC.,DOCTORADO EN CIENCIAS DE LA SALUD,POSGRADO,DOCTORADO,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2115","2115,069,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO,PRIVADO,LICENCIA OTORGADA,6,S,UCSTM-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.760456,-79.863203,AUTORIZADO POR LIC.,MAESTRIA EN INGENIERIA INDUSTRIAL CON MENCION EN SEGURIDAD INDUSTRIAL Y SALUD OCUPACIONAL,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2116","2116,064A,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,PRIVADO,LICENCIA OTORGADA,6,F01,UPSJB-ICA,ICA,ICA,F01L01,ICA,ICA,SUBTANJALLA,-14.030915,-75.772333,AUTORIZADO POR LIC.,INGENIERIA EN ENOLOGIA Y VITICULTURA,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2117","2117,067A,UNIVERSIDAD CONTINENTAL,PRIVADO,LICENCIA OTORGADA,6,S,UCONTINENTAL-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,HUANCAYO,-12.0474789,-75.1990181,AUTORIZADO POR LIC.,INGENIERIA CIVIL,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2118","2118,069,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO,PRIVADO,LICENCIA OTORGADA,6,S,UCSTM-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.760456,-79.863203,AUTORIZADO POR LIC.,MAESTRIA EN ADMINISTRACION Y DIRECCION DE EMPRESAS,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2119","2119,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL07,LIMA,LIMA,SAN ISIDRO,-12.0926846,-77.0375019,AUTORIZADO POR LIC.,DERECHO EN CIENCIAS PENALES,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2120","2120,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL11,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7739833,-73.2660385,AUTORIZADO POR LIC.,INGENIERIA EN GESTION AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2121","2121,125,UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA,PUBLICO,LICENCIA OTORGADA,6,S,UNIQ-CUSCO,CUSCO,LA CONVENCION,SL01,CUSCO,LA CONVENCION,SANTA ANA,-12.8566968,-72.6919329,AUTORIZADO POR LIC.,INGENIERIA DE ALIMENTOS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2122","2122,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,BIOESTADISTICA,POSGRADO,MAESTRIA,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2123","2123,026,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION,PUBLICO,LICENCIA OTORGADA,6,S,UNDAC-PASCO,PASCO,PASCO,SL01,PASCO,PASCO,YANACANCHA,-10.6683864,-76.2527205,AUTORIZADO POR LIC.,MEDICINA HUMANA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2124","2124,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L05,LIMA,LIMA,COMAS,-11.9341108,-77.0585433,AUTORIZADO POR LIC.,COMUNICACION,PREGRADO,CARRERA PROFESIONAL,32,PERIODISMO E INFORMACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2125","2125,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,DOCTORADO EN MICROBIOLOGIA,POSGRADO,DOCTORADO,51,CIENCIAS BIOLOGICAS Y AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2126","2126,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN GERIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,92,BIENESTAR,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"2127","2127,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD EN FORMACION DE ACOMPANANTES PEDAGOGICOS,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
